"1",1,148.106488,-35.497492,"BDW_000_005_EV_N_P_AU_NAT_C_20140801",0.973150730133057,23.4879722595215,21.6233043670654,48.1889762878418
"2",1,148.106488,-35.497492,"BDW_005_015_EV_N_P_AU_NAT_C_20140801",1.07545983791351,24.5523891448975,21.4728088378906,46.7697105407715
"3",1,148.106488,-35.497492,"BDW_015_030_EV_N_P_AU_NAT_C_20140801",1.17865753173828,29.017183303833,20.8347511291504,42.614860534668
"4",1,148.106488,-35.497492,"BDW_030_060_EV_N_P_AU_NAT_C_20140801",1.22586870193481,40.0184059143066,19.9155406951904,36.464282989502
"5",1,148.106488,-35.497492,"BDW_060_100_EV_N_P_AU_NAT_C_20140801",1.27533328533173,43.9753875732422,19.7077312469482,32.6062889099121
"6",1,148.106488,-35.497492,"BDW_100_200_EV_N_P_AU_NAT_C_20140801",1.32975447177887,45.674488067627,19.6650085449219,34.0383338928223
"1",2,148.101076,-35.399688,"BDW_000_005_EV_N_P_AU_NAT_C_20140801",1.17329561710358,24.6225814819336,20.321683883667,46.7554512023926
"2",2,148.101076,-35.399688,"BDW_005_015_EV_N_P_AU_NAT_C_20140801",1.28254413604736,25.9425315856934,20.1618022918701,45.947696685791
"3",2,148.101076,-35.399688,"BDW_015_030_EV_N_P_AU_NAT_C_20140801",1.3779319524765,30.8857803344727,19.5229892730713,42.6053848266602
"4",2,148.101076,-35.399688,"BDW_030_060_EV_N_P_AU_NAT_C_20140801",1.37764298915863,36.7345123291016,18.5912818908691,38.7838516235352
"5",2,148.101076,-35.399688,"BDW_060_100_EV_N_P_AU_NAT_C_20140801",1.41525650024414,38.3241577148438,18.3063583374023,37.0654182434082
"6",2,148.101076,-35.399688,"BDW_100_200_EV_N_P_AU_NAT_C_20140801",1.44343233108521,38.6001968383789,18.109489440918,37.0007057189941
"1",3,148.066082,-35.373106,"BDW_000_005_EV_N_P_AU_NAT_C_20140801",1.10080754756927,21.3196773529053,19.472827911377,44.1524124145508
"2",3,148.066082,-35.373106,"BDW_005_015_EV_N_P_AU_NAT_C_20140801",1.21845436096191,22.5729923248291,19.3251094818115,43.0173072814941
